iter	Logloss
186	0.0009602438228
187	0.0009541747537
188	0.0009481299853
189	0.0009461727316
190	0.0009425653862
191	0.0009401708768
192	0.0009287594479
193	0.0009274057122
194	0.0009247782958
195	0.0009165011693
196	0.0009102489274
197	0.000909422794
198	0.0009072766239
199	0.0009058825442
200	0.0009045505588
201	0.000902214003
202	0.0009004845389
203	0.0008942815663
204	0.0008908833969
205	0.0008848040672
206	0.0008837688783
207	0.0008798408781
208	0.000874313887
209	0.0008727191035
210	0.000869737771
211	0.0008682019494
212	0.000867027166
213	0.0008631899702
214	0.0008601293709
215	0.000859107092
216	0.0008567329828
217	0.0008535717923
218	0.0008492283519
219	0.0008436193713
220	0.0008365668205
221	0.000834177708
222	0.0008296991937
223	0.0008247078032
224	0.000821149324
225	0.0008201169448
226	0.0008158945386
227	0.0008101174461
228	0.0007975259761
229	0.0007968708751
230	0.0007931171667
231	0.000791215657
232	0.0007872795491
233	0.0007844504062
234	0.0007833193819
235	0.0007815890549
236	0.0007796875417
237	0.0007764610065
238	0.0007715716897
239	0.0007694513725
240	0.0007661973251
241	0.0007603188285
242	0.0007594036141
243	0.0007551495466
244	0.0007522703523
245	0.000750446536
246	0.0007498848829
247	0.0007470344768
248	0.0007436900065
249	0.0007384774556
250	0.000736705896
251	0.0007359679938
252	0.0007343902816
253	0.000733186518
254	0.0007286505223
255	0.0007275452506
256	0.0007270368729
257	0.0007257824462
258	0.0007231698917
259	0.0007187723087
260	0.0007117310821
261	0.0007072020599
262	0.0007059637492
263	0.0007050991521
264	0.000702827064
265	0.000701051008
266	0.0006988418104
267	0.0006949468583
268	0.0006920746289
269	0.0006879410823
270	0.0006853202333
271	0.0006813627117
272	0.0006798435046
273	0.0006787610103
274	0.0006780625197
275	0.0006761617414
276	0.0006738698551
277	0.0006717950675
278	0.0006698303428
279	0.0006692529795
280	0.0006675183165
281	0.0006656307011
282	0.000661699446
283	0.0006589109007
284	0.0006578213214
285	0.0006566726535
286	0.0006528709328
287	0.0006504053375
288	0.0006499859223
289	0.0006479178603
290	0.0006470732914
291	0.0006453681077
292	0.0006446605062
293	0.0006424391544
294	0.0006417863959
295	0.0006396973762
296	0.0006386783921
297	0.0006370893823
298	0.0006338432443
299	0.000627885496
300	0.0006269698772
301	0.0006220309017
302	0.0006183563934
303	0.0006168394814
304	0.000614776119
305	0.000613907592
306	0.0006127608281
307	0.000611018854
308	0.0006076348226
309	0.0006067120428
310	0.0006062027577
311	0.0006050064739
312	0.0006042524535
313	0.0006028575353
314	0.0006010917325
315	0.0006003310656
316	0.0005942081713
317	0.0005934906315
318	0.0005926935358
319	0.0005920003061
320	0.000587633065
321	0.0005835275647
322	0.0005824966406
323	0.00058141068
324	0.00058074945
325	0.0005800951558
326	0.0005793003175
327	0.000578170213
328	0.0005775079236
329	0.0005745489801
330	0.0005734534456
331	0.0005728781705
332	0.0005716843103
333	0.000571217424
334	0.0005699970046
335	0.0005694428533
336	0.0005685579176
337	0.0005679754953
338	0.0005667806606
339	0.0005649692759
340	0.0005640747086
341	0.0005629894651
342	0.0005581326727
343	0.0005570989892
344	0.0005561170127
345	0.0005552818076
346	0.0005508074515
347	0.0005500356647
348	0.0005490442786
349	0.0005452479718
350	0.0005443557136
351	0.0005438753132
352	0.0005397356246
353	0.0005390377537
354	0.0005379939138
355	0.000537120758
356	0.0005333617546
357	0.0005325386549
358	0.0005310410012
359	0.0005303215264
360	0.0005297048033
361	0.0005290496787
362	0.0005255744361
363	0.0005249891731
364	0.000524217955
365	0.0005234525516
366	0.0005205572159
367	0.000519833048
368	0.0005189306504
369	0.000518287754
370	0.0005176003796
371	0.0005169860167
372	0.0005160299024
373	0.0005153643877
374	0.0005145425227
375	0.0005139098841
376	0.0005133787644
377	0.0005101809336
378	0.0005095509575
379	0.0005089129308
380	0.000508354928
381	0.0005053418478
382	0.0005047768858
383	0.000504193634
384	0.0005035654502
385	0.0005030515276
386	0.0005024145648
387	0.0005018015024
388	0.00050116526
389	0.0005006357204
390	0.0005000833016
391	0.000497210185
392	0.0004967275066
393	0.000493640608
394	0.000493177214
395	0.000492689211
396	0.0004921571628
397	0.0004915424124
398	0.0004911847017
399	0.0004906622716
400	0.0004900550912
401	0.0004896930713
402	0.0004888739607
403	0.0004874328462
404	0.0004847547253
405	0.0004842562376
406	0.0004835447484
407	0.0004794326454
408	0.0004792324598
409	0.0004787366037
410	0.0004780424993
411	0.0004776482658
412	0.0004772587032
413	0.0004765680571
414	0.0004734108076
415	0.0004729554708
416	0.0004694047539
417	0.0004691071847
418	0.000468526398
419	0.0004663397616
420	0.0004631753482
421	0.0004628872507
422	0.0004623593475
423	0.0004620758136
424	0.0004613932008
425	0.0004610288562
426	0.0004602422239
427	0.0004598872763
428	0.0004594451023
429	0.0004591995337
430	0.0004588915774
431	0.0004581511376
432	0.000457887986
433	0.000457450485
434	0.0004549270941
435	0.0004547043709
436	0.0004544477128
437	0.0004541947842
438	0.000453857549
439	0.0004532384598
440	0.0004524607135
441	0.000452020561
442	0.000451771311
443	0.0004511972573
444	0.0004507036047
445	0.0004503823376
446	0.0004500497421
447	0.0004498273464
448	0.0004493176392
449	0.0004488598845
450	0.0004485091914
451	0.0004481848056
452	0.0004460317877
453	0.0004455067274
454	0.0004451770482
455	0.0004446700197
456	0.0004441183633
457	0.00044367779
458	0.0004431958466
459	0.0004406308401
460	0.0004403257926
461	0.0004393182366
462	0.0004389016074
463	0.0004385807278
464	0.0004381158039
465	0.0004375674222
466	0.0004373681446
467	0.0004368938687
468	0.0004348538618
469	0.0004344646947
470	0.0004342636551
471	0.0004341333105
472	0.0004336726003
473	0.0004333564773
474	0.0004329168402
475	0.0004327994054
476	0.0004301607087
477	0.0004297441121
478	0.0004274164506
479	0.0004254844398
480	0.0004251644283
481	0.000424874537
482	0.0004228192961
483	0.0004225330219
484	0.0004222452424
485	0.0004185385983
486	0.0004181429563
487	0.0004177410176
488	0.0004173508635
489	0.0004169670652
490	0.0004167032837
491	0.0004163164894
492	0.0004158492097
493	0.0004154846514
494	0.000415287484
495	0.0004150937963
496	0.0004146801129
497	0.000414303997
498	0.0004138665913
499	0.0004136476124
500	0.000413241238
501	0.0004130924112
502	0.0004127413285
503	0.0004125633398
504	0.0004123822633
505	0.0004122839199
506	0.0004121082351
507	0.0004119307373
508	0.0004117708269
509	0.0004116205184
510	0.0004114672996
511	0.0004113240842
512	0.0004111656319
513	0.0004110047337
514	0.0004108589873
515	0.0004073057935
516	0.0004071603414
517	0.0004069875861
518	0.0004068419846
519	0.0004067030052
520	0.0004065645877
521	0.0004064268564
522	0.0004029940394
523	0.0004026026948
524	0.0004024786439
525	0.0004023389857
526	0.0004019807368
527	0.0003997747823
528	0.0003996546162
529	0.0003995281401
530	0.0003994085596
531	0.0003992844451
532	0.00039916149
533	0.0003990432701
534	0.0003989339318
535	0.0003985863686
536	0.0003968664524
537	0.0003967583992
538	0.0003946982872
539	0.000393621473
540	0.0003925665036
541	0.0003892380635
542	0.0003882108009
543	0.0003878613139
544	0.0003846981093
545	0.0003844625287
546	0.0003835565169
547	0.0003805564946
548	0.0003803201419
549	0.0003800035198
550	0.000379777359
551	0.0003794752336
552	0.0003781536774
553	0.0003768907911
554	0.0003767811127
555	0.0003766693773
556	0.0003765758689
557	0.0003764863436
558	0.0003763824636
559	0.0003762770619
560	0.0003761820311
561	0.0003760855939
562	0.0003759930223
563	0.0003732803611
564	0.000373092797
565	0.0003729537245
566	0.0003728646325
567	0.0003707102283
568	0.0003679480715
569	0.0003658592129
570	0.000365841525
571	0.0003658248278
572	0.0003658054732
573	0.0003657875117
574	0.0003637122354
575	0.0003636293588
576	0.0003632353606
577	0.0003631506104
578	0.0003630593046
579	0.000361409275
580	0.000360628881
581	0.0003595286351
582	0.0003586237353
583	0.0003578445146
584	0.0003558965404
585	0.0003555638437
586	0.0003552603392
587	0.0003543499014
588	0.0003540062689
589	0.0003538240818
590	0.0003535128795
591	0.0003533086397
592	0.0003525350282
593	0.0003515375355
594	0.0003514567965
595	0.0003513714259
596	0.0003512819953
597	0.0003511065729
598	0.0003509478982
599	0.0003484655568
600	0.000348376887
601	0.0003482193449
602	0.0003464875687
603	0.0003464002771
604	0.0003446698909
605	0.0003424757905
606	0.0003423882002
607	0.0003407454175
608	0.000340606674
609	0.000338390978
610	0.0003382393577
611	0.0003361134729
612	0.0003359873074
613	0.0003339374183
614	0.0003319591559
615	0.0003305051993
616	0.0003303292026
617	0.0003288991324
618	0.0003269098492
619	0.0003259787281
620	0.0003240490991
621	0.0003239721851
622	0.0003237908468
623	0.0003231343507
624	0.0003228444068
625	0.0003227159809
626	0.0003221195463
627	0.0003208838775
628	0.0003189614538
629	0.0003186050572
630	0.0003174096052
631	0.0003172224996
632	0.000317145678
633	0.0003152755419
634	0.0003141294457
635	0.0003140601542
636	0.0003139808253
637	0.0003138545
638	0.0003136845234
639	0.0003135784347
640	0.0003134787234
641	0.0003133846014
642	0.00031157527
643	0.0003114781933
644	0.0003111729527
645	0.0003110041835
646	0.0003108541213
647	0.0003106739675
648	0.0003105818528
649	0.0003103295683
650	0.0003101902
651	0.0003100868553
652	0.0003098371319
653	0.0003096951328
654	0.0003085430297
655	0.0003084381537
656	0.00030778804
657	0.0003077840413
658	0.0003065879771
659	0.0003055522188
660	0.0003054176159
661	0.0003052931562
662	0.0003051646104
663	0.0003035891178
664	0.0003032088568
665	0.0003031023838
666	0.0003014281471
667	0.0003013278591
668	0.0003012272944
669	0.0003011678739
670	0.0003011052473
671	0.0003010395323
672	0.000300004118
673	0.0002984675762
674	0.0002983797375
675	0.0002983213559
676	0.000298298674
677	0.0002973005284
678	0.000297236074
679	0.0002971795475
680	0.0002970628167
681	0.0002969473207
682	0.0002967452748
683	0.000296635237
684	0.0002965331989
685	0.000296473989
686	0.0002943049528
687	0.0002942475087
688	0.0002935698256
689	0.0002932021833
690	0.0002929859327
691	0.0002928909654
692	0.0002928380464
693	0.000292736619
694	0.0002924981591
695	0.0002922746689
696	0.0002919419782
697	0.0002918324809
698	0.0002915433128
699	0.0002911984173
700	0.0002911967832
701	0.000291093721
702	0.0002909965888
703	0.0002896338989
704	0.0002891926122
705	0.0002890964871
706	0.0002890475705
707	0.0002885352501
708	0.0002882982852
709	0.0002880626372
710	0.0002878101973
711	0.0002873180301
712	0.0002870621136
713	0.000286595949
714	0.000286334183
715	0.0002861536197
716	0.0002856139667
717	0.0002840776291
718	0.0002838743956
719	0.0002836917493
720	0.0002831663417
721	0.0002827162508
722	0.0002824745974
723	0.0002823033461
724	0.00028209541
725	0.0002816238263
726	0.0002814459735
727	0.0002810094455
728	0.000280588417
729	0.0002790447475
730	0.0002788698568
731	0.000278699926
732	0.0002782825146
733	0.0002780912854
734	0.0002779124019
735	0.0002775089171
736	0.0002771139776
737	0.0002767326681
738	0.0002752814889
739	0.0002750178219
740	0.0002748419095
741	0.0002745864181
742	0.0002743322865
743	0.0002739317955
744	0.0002736905849
745	0.0002735367857
746	0.0002731347522
747	0.0002727584168
748	0.0002724104662
749	0.0002710421592
750	0.0002706963174
751	0.0002704577627
752	0.0002701276243
753	0.0002699537932
754	0.0002696044111
755	0.0002682861194
756	0.0002680695516
757	0.0002677408639
758	0.000267424397
759	0.0002672034771
760	0.0002659421009
761	0.0002655191336
762	0.0002652904595
763	0.0002648748596
764	0.0002642931154
765	0.0002639188569
766	0.000263514765
767	0.0002631433259
768	0.0002627771483
769	0.0002615444208
770	0.0002611831122
771	0.0002608596987
772	0.0002605382771
773	0.0002600347623
774	0.0002597335197
775	0.0002594226997
776	0.0002582257852
777	0.0002579219384
778	0.0002576282318
779	0.0002573465368
780	0.0002570580363
781	0.0002565576144
782	0.0002562775846
783	0.000256000902
784	0.0002552117562
785	0.0002539934649
786	0.000253242065
787	0.0002528633463
788	0.0002520967318
789	0.0002514406154
790	0.0002511941441
791	0.000250546443
792	0.0002493708802
793	0.0002491744581
794	0.0002474002809
795	0.0002472911031
796	0.0002471204736
797	0.0002469449707
798	0.0002467761889
799	0.0002466109667
800	0.0002464612549
801	0.0002463172875
802	0.0002461703617
803	0.0002460350254
804	0.0002458962094
805	0.0002457742983
806	0.0002456024466
807	0.0002454960378
808	0.0002453768071
809	0.0002434880018
810	0.0002434030246
811	0.0002433143962
812	0.000243223333
813	0.0002431772601
814	0.0002430862931
815	0.0002429695052
816	0.0002411604261
817	0.0002411182078
818	0.0002410002665
819	0.0002409572238
820	0.0002408756936
821	0.0002407723697
822	0.0002406852667
823	0.0002405836321
824	0.0002404608397
825	0.0002403877676
826	0.0002403387408
827	0.0002402970194
828	0.0002385497364
829	0.0002385053087
830	0.0002384140274
831	0.0002383259269
832	0.0002372215086
833	0.0002371542703
834	0.000237056446
835	0.0002369578054
836	0.0002368826408
837	0.000236284839
838	0.0002345987947
839	0.0002344783617
840	0.000234389933
841	0.000234312633
842	0.0002342025671
843	0.0002341536838
844	0.0002331933231
845	0.0002329696283
846	0.0002314588576
847	0.0002313522744
848	0.0002313098364
849	0.0002307636508
850	0.0002304672276
851	0.0002304641976
852	0.000230381826
853	0.0002302916988
854	0.0002302863774
855	0.0002302129489
856	0.0002288223229
857	0.0002287331147
858	0.0002286801987
859	0.0002281426094
860	0.0002268268538
861	0.0002267161801
862	0.0002266339143
863	0.0002261264164
864	0.0002260710855
865	0.0002259703406
866	0.0002259014897
867	0.0002248342248
868	0.0002246483887
869	0.0002245750408
870	0.0002243834871
871	0.0002239035799
872	0.0002238136309
873	0.0002236717612
874	0.0002226157212
875	0.0002225342532
876	0.0002224927476
877	0.0002224296693
878	0.0002223921934
879	0.0002222251966
880	0.0002221425011
881	0.0002220589399
882	0.0002219063133
883	0.0002204803055
884	0.0002204331583
885	0.0002203478765
886	0.0002203027538
887	0.0002202512914
888	0.0002192422744
889	0.0002187691261
890	0.0002186295226
891	0.0002185789867
892	0.0002185392764
893	0.0002184532907
894	0.0002183117685
895	0.0002182251838
896	0.0002181455059
897	0.0002181020365
898	0.0002180117984
899	0.00021702722
900	0.0002156778031
901	0.0002156028973
902	0.0002155417776
903	0.0002153579993
904	0.0002152623777
905	0.0002152051569
906	0.0002150597115
907	0.0002149838533
908	0.0002149391105
909	0.0002148636384
910	0.0002147957206
911	0.0002138046784
912	0.000213599442
913	0.0002135555504
914	0.0002122223744
915	0.0002121898762
916	0.0002120989956
917	0.0002118339578
918	0.0002117665473
919	0.0002117387199
920	0.000211480007
921	0.0002114498646
922	0.0002105385248
923	0.0002104536541
924	0.0002091580715
925	0.0002090977874
926	0.000209041984
927	0.0002089677517
928	0.0002089104156
929	0.0002088250723
930	0.0002086724103
931	0.0002074247224
932	0.0002073445802
933	0.000207145361
934	0.0002070907873
935	0.0002070417383
936	0.0002069900505
937	0.0002069469833
938	0.0002060721986
939	0.0002059980581
940	0.0002057927965
941	0.0002057592772
942	0.0002057269675
943	0.0002045727919
944	0.0002043666106
945	0.0002043278474
946	0.0002041396838
947	0.0002041101528
948	0.0002040578697
949	0.000203986635
950	0.0002039567247
951	0.000203902701
952	0.0002038307536
953	0.0002036559627
954	0.0002028189705
955	0.00020243082
956	0.0002023451411
957	0.0002022956138
958	0.0002011800925
959	0.0002011466183
960	0.0002011022646
961	0.0002010354094
962	0.000200956045
963	0.000200924579
964	0.0002008958022
965	0.00020082628
966	0.0002006027914
967	0.0002004247834
968	0.0001993488623
969	0.0001992853041
970	0.0001991999454
971	0.0001991736137
972	0.0001990388134
973	0.0001990054775
974	0.0001989721002
975	0.0001980834822
976	0.0001980622052
977	0.0001979691137
978	0.0001971811009
979	0.0001969101989
980	0.0001968718232
981	0.0001966770338
982	0.0001956276351
983	0.0001955754843
984	0.0001954378055
985	0.0001953408699
986	0.0001952273089
987	0.0001951894242
988	0.0001951319431
989	0.0001950955608
990	0.0001950181788
991	0.0001948326984
992	0.000194779829
993	0.0001947259673
994	0.0001946142947
995	0.0001945771546
996	0.0001945431176
997	0.0001945150684
998	0.0001934768406
999	0.0001934533794
